timestamp,temperature,pH,OLR,HRT,TS,VS,C_N_ratio,ambient_temperature,moisture,methane_yield,VFA_ALK_ratio,stability_label
2026-01-01 00:00:00,34.47352173878765,7.107073592707549,4.035052183143299,24.788235309214425,8.880424872402784,7.199738386715198,27.99206882464005,27.365660495705317,79.75587762507375,173.95025846372613,0.2597082889861043,Stable
2026-01-01 01:00:00,35.798467596634225,7.251949377036892,3.954209428092585,28.28441755620196,9.620472345870024,6.991291077712415,18.723004308299338,25.83808585329058,76.78704540907695,182.9275464851652,0.2169388816503335,Stable
2026-01-01 02:00:00,36.63499582436844,7.095986478736664,3.8031473711454575,29.18099057840434,7.01848811180496,4.655019959023588,24.284199156194372,28.07264949308148,77.19250678353885,187.5983334292337,0.1641669286021725,Stable
2026-01-01 03:00:00,34.99166158259311,7.372718974572656,3.455191833264607,25.541088008152663,6.724492876599482,5.053898144522263,30.02838441076893,28.38677599578573,80.39521626492976,184.0837017043168,0.1605264476430568,Stable
2026-01-01 04:00:00,31.27089013996242,6.970658147005231,3.0067174997965114,29.779167865404418,9.864595564675971,7.104767699085999,18.26280530117746,25.002769907626995,81.34270127084119,183.38985598872748,0.1631722610390539,Stable
2026-01-01 05:00:00,30.572215987357573,6.728049342470329,2.7887730200004843,28.65615200940121,7.984438865370076,5.76269978898716,29.199868309722792,25.867208585452452,83.03571488485007,174.00060122244818,0.1617465925696126,Stable
2026-01-01 06:00:00,36.25038332677156,7.65355310307169,4.367429145071252,30.564751148461312,6.59497656598616,4.986743769605103,31.286343535450733,27.668916971037916,83.77190368903226,156.30530194775275,0.2658895371573932,Stable
2026-01-01 07:00:00,34.51237401918175,6.930702553768115,3.9736032037949425,29.92151327738781,11.430682584628125,8.778844893068099,23.00007513673101,27.221549113684464,77.24239964060217,184.286788266055,0.2027946734707468,Stable
2026-01-01 08:00:00,,6.94083621655903,2.8800218295996816,32.84989098053626,8.236410654145816,6.028662350293672,22.45646121442674,27.666232471561177,81.25308235424194,181.91906505500145,0.1717034907418611,Stable
2026-01-01 09:00:00,33.676461644694314,7.081575070099788,3.4298738261673507,24.15153416716875,11.799623207730717,8.57434467361218,28.648924885588016,26.74789139023311,76.44698824596429,184.37288173686397,0.1678183676013941,Stable
2026-01-01 10:00:00,35.109675232232874,7.118810710703114,3.17491368026124,18.364709788192457,9.556941582218856,8.061230356251409,23.162413312367164,28.91174329074278,75.68043135224498,176.1621940627024,0.1891539860433472,Stable
2026-01-01 11:00:00,40.02583905607228,6.99172858010328,2.553841970720687,28.318593718427103,10.089517724110609,8.031563535390731,13.410929846872085,28.87448387173096,75.6467275287583,176.3924783508035,0.2090368624986351,Stable
2026-01-01 12:00:00,32.69920211262993,7.095118508854277,3.5332385324659765,28.902765946613883,9.077000507806297,7.042345790231257,23.555424323896897,28.104759336416556,77.40504717829945,183.91325979850353,0.1835231980635369,Stable
2026-01-01 13:00:00,34.57959541391436,7.088866575200111,3.088380501820603,32.8499769669057,4.189675510908606,3.088697191571975,26.11681785687553,29.462297013382468,87.31372218068222,177.5376368023709,0.1331576526083281,Stable
2026-01-01 14:00:00,38.9743143269436,7.148949411565826,2.6855975002782357,31.40645178084853,7.226427017892592,4.875555567950213,27.330377341121107,28.754375040732203,83.46529980990852,191.1316468145928,0.1224285608149889,Stable
2026-01-01 15:00:00,37.959141835048975,6.439903511483551,2.290650584393678,34.727362279322826,9.248581080562552,7.324934030779474,20.037168758616343,27.24561552012105,76.05172501112038,179.71811100718307,0.153042681409451,Stable
2026-01-01 16:00:00,35.312325851118246,7.626645365962197,2.2271473748457464,28.099269901632667,10.22945827458541,7.548687342868889,22.785894962373263,28.802291728569525,77.90401951395509,181.69452741815024,0.2205078237673635,Stable
2026-01-01 17:00:00,34.02758139779043,7.058759272210324,3.12143040422902,26.14405295969314,5.920651955223759,4.134129000553086,28.396082688685347,27.29175304340825,81.07283018789443,181.94512544090145,0.1272630414181152,Stable
2026-01-01 18:00:00,38.8112172779568,7.262574333445156,3.336178772181313,18.075084393371267,9.392796584279075,6.7311342213160055,23.73000620363998,29.57874648485017,78.2194520674692,190.6295591982733,0.1996690514513433,Stable
